product_name,gst,hsn_code,company
UNIVESAL WASH,18 %,38140020,Shree Graphics
UNSENSITISED INDIAN 20,18 %,84431100,Shree Graphics
UNSENSITISED RD3 MTS,18 %,39211100,Shree Graphics
UNSENSITISED VIOLET 3 MTR,18 %,39211100,Shree Graphics
UPAPER GLIDE BP,18 %,96081019,Shree Graphics
USB WIFI ADAPTER FRONTECH,18 %,84716040,Shree Graphics
UTOPLEX STANDARD 90/95GSM A-3(T),18 %,48063000,Shree Graphics
UTOPLEX STANDARD 90/95GSM A-4,18 %,48063000,Shree Graphics
UTOPLEX TRACING PAPER215X355-250SHEETS,18 %,48063000,Shree Graphics
UV FUSING SHEET,18 %,39206190,Shree Graphics
VGA CABLE BLACK,18 %,85444999,Shree Graphics
Vijayacol 1kg,18 %,35061000,Shree Graphics
VINISHINE ASSORTED COLOURS-1KG,18 %,32151140,Shree Graphics
VINISHINE INKS ASSORTED COLOURS 200 GRAM,18 %,32151140,Shree Graphics
VINISHINE ROYAL BLUE,18 %,32151141,Shree Graphics
VIP CLEANING SOLLUTION B (OFSET),18 %,29023000,Shree Graphics
WAX-100GRM,18 %,27129040,Shree Graphics
WAX GREEN,18 %,32042090,Shree Graphics
WAX ORANGE,18 %,32042090,Shree Graphics
WAX PINK,18 %,32042090,Shree Graphics
WAX RED,18 %,32041790,Shree Graphics
WAX VIOLET,18 %,32041791,Shree Graphics
WAX YELLOW,18 %,32042090,Shree Graphics
W/CARD,18 %,49090010,Shree Graphics
WHITE BOARD 2X2,18 %,96100000,Shree Graphics
WHITE BOARD 2FTX2FT,18 %,96100000,Shree Graphics
WHITE BOARD 2FTX3FT,18 %,96100000,Shree Graphics
WINNER PLUS 586X720X.28MM,18 %,84425020,Shree Graphics
WINNER XL576X720X.28MM,18 %,84425020,Shree Graphics
W/O INK GOOD NEWS BLACK 20 KGS,18 %,32151190,Shree Graphics
W/O INK GOOD NEWS CYAN 20 KGS,18 %,32151190,Shree Graphics
W/O INK GOOD NEWS MAGENTA 20 KGS,18 %,32151190,Shree Graphics
W/O INK GOOD NEWS YELLOW 20 KGS,18 %,32151190,Shree Graphics
Wooden Frames,18 %,84439100,Shree Graphics
WOOD-W-THICK-SELF ADHESIVE PAPER,18 %,48114100,Shree Graphics
YELLOW GOLD PASTE 100GRM,18 %,32151190,Shree Graphics
YELLOW POWDER,18 %,32151100,Shree Graphics
YELLOW PVC LS 20X30,18 %,39199090,Shree Graphics
140-0.030-1300MMNYLOBOLT CLOTH,5 %,54071095,Shree Graphics
140-0.030-1300MMNYLOBOLTNYLONCLOTH,5 %,54071095,Shree Graphics
BOLTING CLOTH 120 ORDINARY SCREEN PRINTG,5 %,54071095,Shree Graphics
GREY CLOTH 16X64,5 %,54071095,Shree Graphics
GREY CLOTH 18X64,5 %,54071095,Shree Graphics
GREY CLOTH 25X54,5 %,54071095,Shree Graphics
GREY NYLON MESH 180,5 %,54071095,Shree Graphics
GUM ARABIC 1KG,5 %,13011010,Shree Graphics
NYLOBOLT 100T,5 %,54071095,Shree Graphics
Nylo Bolt 400,5 %,54071095,Shree Graphics
NYLONBOLT 100T,5 %,54071095,Shree Graphics
NYLON CLOTH 120-10 MTR,5 %,54071095,Shree Graphics
NYLON CLOTH 140-10MTRS,5 %,54071095,Shree Graphics
NYLON CLOTH 160,5 %,54071096,Shree Graphics
NYLON FABRICS NO-80.1320MM 5,5 %,54071025,Shree Graphics
NYLON MESH 140S WHITE,5 %,59111000,Shree Graphics
NYLON MESH WHITE 500,5 %,59111000,Shree Graphics
NYLON WOVEN FABRICS 120ORD,5 %,54071011,Shree Graphics
SYNTHETIC WOVEV FABRIC,5 %,54071011,Shree Graphics
BLEACHING,0 %,28281010,Shree Graphics
BOLTING CLOTH 160 ORIDNARY SCREEN PRINTG,0 %,54071011,Shree Graphics
BOLTING CLOTH 400,0 %,54071011,Shree Graphics
CATRAGE BROTHER TN 2365,0 %,84439959,Shree Graphics
CCV 30X100,0 %,39219099,Shree Graphics
Dampakleen 5 Ltr,0 %,38140010,Shree Graphics
EPSON INK CARTRIDGE T664100 BLACK,0 %,32151190,Shree Graphics
SOGGO SPRAY RED-400ML,0 %,32082090,Shree Graphics
SOGGO SPRAY-SCRLET-23-400ML,0 %,32082090,Shree Graphics
TISSUE TAPE3,0 %,48114100,Shree Graphics
CANON TONER CRG 303,28 %,84439959,Shree Graphics
F D COVER,28 %,48203000,Shree Graphics
RD COVER,28 %,48203000,Shree Graphics
